,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Adt_Adj_Curnt_Amt,Adt_Curnt_Amt,Adt_Curnt_Year,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,Control,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Dfo,Hp_Median_Width,Hp_Shldr_Left,Hp_Shldr_Right,Hwy_Nbr,Hwy_Sys,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Located_Fl,Located_Fl_01,Longitude,Median_Width,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Milepoint,Nbr_Of_Lane,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Pct_Combo_Trk_Adt,Pct_Single_Trk_Adt,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Ref_Mark_Displ,Ref_Mark_Nbr,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Roadbed_Width,Row_Width_Usual,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Sec_Block_Num,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Street_Name,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Section,Shldr_Width_Left,Shldr_Width_Right,Street_Name,Street_Name_2,Street_Nbr,Surf_Width,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Trk_Aadt_Pct,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
855,N,0,1906.0,1906.0,2014.0,Y,1,N,0,N,0,577.0,2013-03-09 14:42:00,3/9/2013,N,0,13200523,70,2:42 PM,SAT,0,30.254,0.0,5.0,5.0,71,SH,0,3:04 PM,Y,1,DISPATCH,2:42 PM,30.88993779,Y,1,-98.94176863,0.0,N,0,1.9609999999999999,2.0,1,0,TX1500000,Y,1,11.1,9.5,0,N,0,-0.040999999999999995,478,3/10/2013,N,0,N,0,36.0,120.0,20000,71,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,4.0,5.0,5.0,SH0071,,,24.0,Y,1,N,0,0,20.6,Y,1,0
856,N,0,,,,N,0,N,0,N,0,,2013-02-01 18:09:00,2/1/2013,N,0,13200939,30,6:09 PM,FRI,0,,,,,,,0,6:19 PM,Y,1,DISPATCHED,6:10 PM,25.90069754,Y,1,-97.46574112,,N,0,,,2,0,TX0310100,N,0,,,0,N,0,,,4/2/2013,N,0,N,0,,,2800,,N,0,2800,TAMPICO,ST,ELENA,,N,0,N,0,N,0,,,,ELENA ST,,,,Y,1,N,0,0,,Y,1,0
857,N,0,,,,N,0,N,0,Y,1,,2013-03-01 08:25:00,3/1/2013,N,0,13201774,0,8:25 AM,FRI,0,,,,,,,0,8:47 AM,Y,1,AISD DISPATCHER,8:29 AM,29.99698212,Y,1,-95.38514767,,N,0,,,47,0,TX1017300,N,0,,,0,N,0,,,3/1/2013,N,0,N,0,,,1500,,Y,1,19000,HARDY,RD,RICHEY,RD,N,0,Y,1,Y,1,,,,E RICHEY RD,,1500.0,,Y,1,N,0,0,,Y,1,0
858,N,0,,,,N,0,N,0,N,0,,2013-03-04 20:43:00,3/4/2013,N,0,13202120,40,8:43 PM,MON,0,,,,,,,0,9:08 PM,N,0,DISPATCH,8:55 PM,32.75031022,Y,1,-97.1316834,,N,0,,,2,0,TX2200100,N,0,,,2,N,0,,,3/4/2013,N,0,N,0,,,1100,,N,0,1600,RANDOL MILL,RD,FIELDER,RD,N,0,N,0,N,0,,,,N FIELDER RD,W RANDOL MILL RD,1107.0,,N,0,N,0,2,,Y,1,1
859,N,0,,,,N,0,Y,1,N,0,,2013-02-14 20:50:00,2/14/2013,N,0,13202385,0,8:50 PM,THU,0,,,,,,,0,8:55 PM,Y,1,DISPATCH,8:50 PM,,N,0,,,N,0,,,3,0,TX2210100,Y,1,,,0,N,0,,,2/14/2013,N,0,N,0,,,3400,20,N,0,100,CLYDE,ST,NOT REPORTED,,N,0,N,0,N,0,,,,BI0020,,,,Y,1,N,0,0,,Y,1,0
860,N,0,10012.0,10012.0,2014.0,N,0,Y,1,Y,1,751.0,2013-03-01 17:54:00,3/1/2013,N,0,13203868,55,5:54 PM,FRI,0,1.375,0.0,10.0,10.0,148,FM,0,6:04 PM,Y,1,DISPATCH,6:00 PM,32.72309139,Y,1,-96.31697724,0.0,N,0,1.36,2.0,1,1,TX1290500,Y,1,4.9,2.1,0,N,0,-0.632,270,3/1/2013,N,0,N,0,44.0,80.0,,148,N,0,,APACHE,TRL,NOT REPORTED,,N,0,N,0,N,0,1.0,10.0,10.0,FM0148,SS0557,1094.0,24.0,Y,1,N,0,1,7.0,Y,1,0
861,N,0,,,,N,0,N,0,N,0,,2013-03-09 21:17:00,3/9/2013,N,0,13205322,40,9:17 PM,SAT,0,,,,,,,0,9:20 PM,Y,1,DISPATCH,9:17 PM,32.82227949,Y,1,-97.06233413,,N,0,,,0,0,TX2201200,N,0,,,0,N,0,,,3/9/2013,N,0,N,0,,,14000,,N,0,4090,STATE HWY 360,,TRINITY,BLVD,N,0,N,0,N,0,,,,TRINITY BLVD,,14092.0,,Y,1,N,0,0,,Y,1,1
862,N,0,7044.0,7044.0,2014.0,N,0,N,0,N,0,1042.0,2013-02-02 17:40:00,2/2/2013,N,0,13208544,35,5:40 PM,SAT,0,11.044,0.0,6.0,6.0,46,SH,0,5:46 PM,N,0,RADIO,5:42 PM,29.77946903,Y,1,-98.73909155,0.0,N,0,6.648,2.0,3,0,TX1300100,Y,1,1.6,7.9,0,N,0,0.669,480,2/2/2013,N,0,N,0,36.0,80.0,600,46,N,0,34900,IH 10,,BANDERA,,N,0,N,0,N,0,2.0,6.0,6.0,SH0046,,605.0,24.0,Y,1,N,0,0,9.4,Y,1,0
863,N,0,,,,N,0,Y,1,N,0,,2013-01-31 12:33:00,1/31/2013,N,0,13208604,30,12:33 PM,THU,0,,,,,,,0,12:41 PM,Y,1,RADIO,12:38 PM,29.79340491,Y,1,-98.73326224,,N,0,,,2,0,TX1300100,N,0,,,0,N,0,,,1/31/2013,N,0,N,0,,,100,,N,0,100,SAN ANTONIO,,BLANCO,,N,0,N,0,N,0,,,,W BLANCO RD,W SAN ANTONIO AVE,299.0,,Y,1,N,0,0,,Y,1,0
864,N,0,,,,N,0,N,0,Y,1,,2013-03-08 10:20:00,3/8/2013,N,0,13208723,60,10:20 AM,FRI,0,,,,,35,IH,0,10:24 AM,Y,1,RADIO DISPATCHED,10:18 AM,,N,0,,,N,0,,,3,0,TX0570000,Y,1,,,0,N,0,,,3/8/2013,N,0,N,0,,,7000,35,N,0,,MOCKINGBIRD,LN,STEMMONS,FWY,N,0,N,0,N,0,,,,IH0035,,,,Y,1,N,0,0,,Y,1,0
865,N,0,,,,N,0,N,0,N,0,,2013-02-13 12:00:00,2/13/2013,N,0,13211542,30,12:00 PM,WED,0,,,,,,,0,12:02 PM,Y,1,DISPATCHER,12:00 PM,26.071397,Y,1,-97.22023854,,N,0,,,2,0,TX0310600,N,0,,,0,N,0,,,2/13/2013,N,0,N,0,,,100,,N,0,1200,100,HWY,PORT,RD,N,0,N,0,N,0,,,,PORT RD,W HWY 100,,,N,0,N,0,0,,N,0,0
866,N,0,5096.0,5096.0,2014.0,N,0,Y,1,N,0,78.0,2013-01-16 13:09:00,1/16/2013,N,0,13212887,40,1:09 PM,WED,0,51.902,0.0,8.0,8.0,206,SH,0,1:12 PM,Y,1,DISPATCHED,1:11 PM,31.81679453,Y,1,-99.42301849,0.0,N,0,30.677,4.0,1,1,TX0420100,Y,1,15.4,4.3,0,N,0,-1.1079999999999999,350,1/16/2013,N,0,N,0,76.0,120.0,1600,206,N,0,100,10TH,ST,COMMERCIAL,AVE,N,0,Y,1,N,0,3.0,8.0,8.0,SH0206,W 10TH ST,1699.0,60.0,Y,1,N,0,1,19.8,Y,1,0
867,N,0,212452.0,212452.0,2014.0,N,0,N,0,N,0,521.0,2013-02-27 19:04:00,2/27/2013,N,0,13213504,65,7:04 PM,WED,0,19.322,21.0,8.0,8.0,410,IH,0,7:06 PM,Y,1,RADIO,7:04 PM,29.52072566,Y,1,-98.51222582,3.0,N,0,19.417,9.0,5,0,TX0150300,Y,1,1.9,2.9,1,N,0,0.272,19,2/27/2013,N,0,N,0,144.0,300.0,1500,410,N,0,,NOT REPORTED,,LOOP 410 EBML,,N,0,Y,1,N,0,4.0,18.0,18.0,IH0410,,,108.0,Y,1,N,0,1,4.7,Y,1,0
868,N,0,,,,N,0,N,0,N,0,,2013-02-22 11:04:00,2/22/2013,N,0,13213877,45,11:04 AM,FRI,0,,,,,21,SH,0,11:15 AM,Y,1,DISPATCHED,11:06 AM,,N,0,,,N,0,,,1,1,TX0210100,Y,1,,,0,N,0,,,2/22/2013,N,0,N,0,,,1300,21,N,0,1300,JACKSON,ST,SAN JACINTO,LN,N,0,N,0,N,0,,,,SH0021,,,,Y,1,N,0,1,,Y,1,0
869,N,0,,,,N,0,N,0,N,0,,2013-02-02 02:31:00,2/2/2013,N,0,13213987,30,2:31 AM,SAT,0,,,,,,,0,2:37 AM,N,0,BCSO DISPATCH,2:31 AM,30.68222664,Y,1,-96.37284306,,N,0,,,6,0,TX0210100,N,0,,,0,N,0,,,2/2/2013,N,0,N,0,,,900,,N,0,200,17TH,ST,BRYAN,AVE,N,0,N,0,N,0,,,,N BRYAN AVE,,1031.0,,Y,1,N,0,0,,Y,1,0
870,N,0,12931.0,12931.0,2014.0,N,0,N,0,N,0,2851.0,2013-01-28 07:52:00,1/28/2013,N,0,13214044,55,7:52 AM,MON,0,6.784,0.0,4.0,8.0,2818,FM,0,7:58 AM,Y,1,DISPATCHED,7:52 AM,30.64405838,Y,1,-96.38844219,0.0,N,0,7.624,4.0,2,0,TX0210100,Y,1,1.7,1.3,0,N,0,0.598,412,1/28/2013,N,0,N,0,72.0,120.0,900,2818,N,0,3700,LEONARD,RD,HARVEY MITCHELL,PKWY,N,0,N,0,N,0,1.0,4.0,8.0,FM2818,FM1688,3201.0,56.0,Y,1,N,0,0,3.0,Y,1,0
871,N,0,,,,N,0,N,0,N,0,,2013-01-01 20:30:00,1/1/2013,N,0,13215894,35,8:30 PM,TUE,0,,,,,,,0,9:05 PM,Y,1,DISPATCH,8:55 PM,31.78788599,Y,1,-106.259699,,N,0,,,3,0,TX0710200,N,0,,,0,N,0,,,1/1/2013,N,0,N,0,,,,,N,0,,TIERRA CORTEZ,,TIERRA ESTE,RD,N,0,N,0,N,0,,,,TIERRA ESTE RD,,12533.0,,Y,1,N,0,0,,Y,1,1
872,N,0,,,,N,0,N,0,N,0,,2013-03-08 00:10:00,3/8/2013,N,0,13215970,0,12:10 AM,FRI,0,,,,,,,0,12:21 AM,Y,1,DISPATCH,12:18 AM,,N,0,,,N,0,,,0,0,TX1520200,N,0,,,0,Y,1,,,3/8/2013,N,0,N,0,,,1110,,N,0,3900,L,AVE,40TH,ST,N,0,N,0,N,0,,,,40TH ST,,,,Y,1,N,0,0,,N,0,1
873,N,0,8857.0,8857.0,2014.0,N,0,Y,1,N,0,1.0,2013-01-28 13:21:00,1/28/2013,N,0,13216153,30,1:21 PM,MON,0,2.339,20.0,0.0,0.0,62,US,0,1:25 PM,N,0,DISPATCHED,1:21 PM,31.76865405,Y,1,-106.45692220000001,20.0,N,0,7.792000000000001,6.0,2,0,TX0710200,Y,1,1.2,2.3,0,N,0,0.47100000000000003,20,1/28/2013,N,0,N,0,74.0,120.0,800,,N,0,3400,PAISANO,,ESTRELLA,DR,N,0,N,0,N,0,4.0,0.0,0.0,US0062,S ESTRELLA ST,,74.0,Y,1,N,0,0,3.4,Y,1,0
874,N,0,131071.0,131071.0,2014.0,N,0,N,0,N,0,2121.0,2013-01-22 15:38:00,1/22/2013,N,0,13216224,45,3:38 PM,TUE,0,28.86,43.0,10.0,10.0,10,IH,0,4:07 PM,Y,1,DISPATCHED,3:57 PM,31.7528625,Y,1,-106.34570320000002,23.0,N,0,29.635,6.0,4,0,TX0710200,Y,1,5.2,2.3,0,N,0,-0.11599999999999999,29,1/22/2013,N,0,N,0,112.0,300.0,10635,,N,0,1100,YARBROUGH,ST,GATEWAY WEST,BLVD,N,0,N,0,N,0,3.0,20.0,20.0,IH0010,,10570.0,72.0,Y,1,N,0,0,7.5,Y,1,0
875,N,0,,,,N,0,N,0,N,0,,2013-01-22 17:55:00,1/22/2013,N,0,13216228,0,5:55 PM,TUE,0,,,,,,,0,6:03 PM,Y,1,DISPATCHED,6:02 PM,,N,0,,,N,0,,,4,0,TX0710200,N,0,,,0,N,0,,,1/22/2013,N,0,N,0,,,,,N,0,,N MESA ST NB,,DONIPHAN,DR,N,0,N,0,N,0,,,,DONIPHAN DR,,,,Y,1,N,0,0,,Y,1,0
876,N,0,,,,N,0,N,0,N,0,,2013-01-17 20:11:00,1/17/2013,N,0,13216567,30,8:11 PM,THU,0,,,,,,,0,8:19 PM,Y,1,DISPATCH,8:11 PM,27.78806805,Y,1,-97.65413621,,N,0,,,7,0,TX1780300,N,0,,,1,N,0,,,1/17/2013,N,0,N,0,,,,,N,0,,NORTHBOUND ACCESS,RD,TEXAS YES,BLVD,N,0,N,0,N,0,,,,TEXAS YES BLVD,US0077,1002.0,,Y,1,N,0,1,,Y,1,0
877,N,0,6110.0,6110.0,2014.0,N,0,N,0,N,0,39.0,2013-01-23 12:08:00,1/23/2013,N,0,13218811,50,12:08 PM,WED,0,2.842,0.0,8.0,0.0,83,BU,0,12:11 PM,Y,1,RADIO,12:08 PM,26.22358013,Y,1,-98.39458748,0.0,N,0,13.812999999999999,4.0,1,0,TX1082200,Y,1,0.2,1.3,1,N,0,0.8,500,1/23/2013,N,0,N,0,74.0,120.0,100,83,N,0,100,GOODWIN RD,,PALMAVISTA DRIVE,,N,0,N,0,N,0,2.0,8.0,0.0,BU0083S,,1910.0,62.0,Y,1,N,0,1,1.5,Y,1,0
878,N,0,,,,N,0,N,0,N,0,,2013-02-25 16:45:00,2/25/2013,N,0,13219676,45,4:45 PM,MON,0,,,,,45,IH,0,12:30 PM,Y,1,WALK IN,12:30 PM,,N,0,,,N,0,,,1,0,TXHPD0000,Y,1,,,0,N,0,,,2/26/2013,N,0,N,0,,,8500,45,N,0,,EASTHAVEN,BLVD,GULF SER E,FWY,N,0,N,0,N,0,,,,IH0045,,,,Y,1,N,0,0,,Y,1,3
879,N,0,,,,N,0,N,0,N,0,,2013-02-09 17:20:00,2/9/2013,N,0,13220041,30,5:20 PM,SAT,0,,,,,,,1,11:46 AM,Y,1,WALKIN,11:46 AM,29.7962722,Y,1,-95.39335676,,N,0,,,0,0,TXHPD0000,N,0,,,0,N,0,,,2/25/2013,N,0,N,0,,,600,,N,0,,BEVERLY,ST,14TH,ST,N,0,N,0,N,0,,,,E 14TH ST,,485.0,,Y,1,N,0,1,,Y,1,1
880,N,0,,,,N,0,Y,1,N,0,,2013-03-07 15:20:00,3/7/2013,N,0,13220566,30,3:20 PM,THU,0,,,,,,,0,3:24 PM,Y,1,RADIO,3:22 PM,30.72510461,Y,1,-95.550483,,N,0,,,3,0,TX2360100,N,0,,,0,N,0,,,3/7/2013,N,0,N,0,,,1100,,N,0,900,SAM HOUSTON AVENUE,,10TH,,N,0,N,0,N,0,,,,10TH ST,UNKNOWN,1100.0,,Y,1,N,0,0,,Y,1,0
881,N,0,,,,Y,1,Y,1,N,0,,2013-01-27 16:20:00,1/27/2013,N,0,13220695,0,4:20 PM,SUN,0,,,,,,,0,8:35 AM,Y,1,PHONE,8:35 AM,,N,0,,,N,0,,,2,0,TX0710200,N,0,,,0,N,0,,,2/6/2013,N,0,N,0,,,,,N,0,,N AMERICAS AVE SB,,ALAMEDA,AVE,N,0,N,0,N,0,,,,ALAMEDA AVE,,,,N,0,N,0,0,,N,0,0
882,N,0,31049.0,31049.0,2014.0,N,0,N,0,N,0,39.0,2013-03-05 07:55:00,3/5/2013,N,0,13220989,55,7:55 AM,TUE,0,817.1410000000001,32.0,6.0,12.0,83,US,0,7:55 AM,Y,1,VIA-RADIO,7:53 AM,26.24367925,Y,1,-98.44554817,20.0,N,0,9.756,4.0,3,0,TX1083000,Y,1,4.8,5.0,0,N,0,0.691,848,4/15/2013,N,0,N,0,84.0,157.0,,83,N,0,,TOM GILL,,83,,N,0,Y,1,N,0,2.0,12.0,22.0,US0083,TOM GILL RD,,48.0,Y,1,N,0,0,9.8,Y,1,0
883,N,0,,,,N,0,N,0,N,0,,2013-03-14 10:30:00,3/14/2013,N,0,13221496,0,10:30 AM,THU,0,,,,,,,0,10:39 AM,N,0,DISPATCH,10:32 AM,,N,0,,,N,0,,,3,0,TX1230100,N,0,,,0,Y,1,,,3/14/2013,N,0,N,0,,,545,,N,0,3500,FANNIN,ST,11TH,ST,N,0,N,0,N,0,,,,11TH ST,,,,N,0,N,0,0,,N,0,1
884,N,0,14649.0,14649.0,2014.0,N,0,N,0,N,0,79.0,2013-01-31 09:02:00,1/31/2013,N,0,13221694,40,9:02 AM,THU,0,284.651,0.0,9.0,9.0,67,US,0,9:10 AM,Y,1,DISPATCHED,9:04 AM,32.20507015,Y,1,-98.21626868,0.0,N,0,1.8630000000000002,4.0,1,1,TX0720200,Y,1,5.7,9.5,0,N,0,-0.364,510,1/31/2013,N,0,N,0,66.0,120.0,1900,377,N,0,100,HARBIN,DR,WASHINGTON,ST,N,0,N,0,N,0,5.0,9.0,9.0,US0067,,1756.0,48.0,Y,1,N,0,1,15.2,Y,1,0
885,N,0,16455.0,16455.0,2014.0,N,0,Y,1,N,0,79.0,2013-03-03 10:20:00,3/3/2013,N,0,13221713,30,10:20 AM,SUN,0,283.95799999999997,0.0,4.0,4.0,67,US,0,10:22 AM,Y,1,DISPATCHED,10:20 AM,32.2072981,Y,1,-98.20538418,0.0,N,0,1.131,4.0,3,1,TX0720200,Y,1,5.7,9.5,1,N,0,0.897,508,3/3/2013,N,0,N,0,68.0,140.0,100,,N,0,1100,WASHINGTON,ST,ALEXANDER,RD,N,0,N,0,N,0,5.0,4.0,4.0,US0067,ALEXANDER RD,1298.0,60.0,Y,1,N,0,2,15.2,Y,1,0
886,N,0,33647.0,33647.0,2014.0,N,0,Y,1,N,0,113.0,2013-01-11 23:03:00,1/11/2013,N,0,13224477,40,11:03 PM,FRI,0,2.45,0.0,0.0,0.0,343,SL,0,12:12 AM,Y,1,SELF ASSIGNED,11:03 PM,30.24939375,Y,1,-97.76751182,0.0,N,0,7.45,4.0,2,0,TX2270100,Y,1,0.4,1.2,1,N,0,0.028999999999999998,566,1/11/2013,N,0,N,0,60.0,80.0,,,N,0,,MORROW,ST,LAMAR,,N,0,N,0,N,0,9.0,0.0,0.0,SL0343,MARY ST W,,48.0,Y,1,N,0,1,1.6,Y,1,0
887,N,0,,,,N,0,Y,1,N,0,,2013-02-08 15:09:00,2/8/2013,N,0,13224530,0,3:09 PM,FRI,0,,,,,,,0,3:14 PM,Y,1,DISPATCH,3:10 PM,30.34126476,Y,1,-97.74867246,,N,0,,,2,0,TX2270100,N,0,,,0,N,0,,,2/8/2013,N,0,N,0,,,6100,,N,0,,SHOAL CREEK WEST,DR,BULLARD,CV,N,0,N,0,N,0,,,,BULLARD DR,SHOAL CREEK DR W,6121.0,,Y,1,N,0,0,,Y,1,0
888,N,0,,,,N,0,N,0,N,0,,2013-01-26 01:52:00,1/26/2013,N,0,13224606,30,1:52 AM,SAT,0,,,,,,,0,1:56 AM,Y,1,DISPATCHED,1:52 AM,30.27036113,Y,1,-97.72730433,,N,0,,,1,0,TX2270100,N,0,,,0,N,0,,,1/26/2013,N,0,N,0,,,1175,,N,0,1100,OLIVE,ST,NAVASOTA,ST,N,0,N,0,N,0,,,,NAVASOTA ST,,1175.0,,Y,1,N,0,0,,Y,1,0
889,N,0,,,,N,0,N,0,N,0,,2013-03-05 15:26:00,3/5/2013,N,0,13232341,35,3:26 PM,TUE,0,,,,,,,0,3:31 PM,Y,1,RADIO,3:31 PM,26.18738348,Y,1,-98.13477929999999,,N,0,,,4,0,TX1081300,N,0,,,0,N,0,,,3/5/2013,N,0,N,0,,,300,,N,0,1600,FRONTAGE,,CESAR CHAVEZ,RD,N,0,N,0,N,0,,,,N CESAR CHAVEZ RD,,300.0,,N,0,N,0,0,,N,0,0
890,N,0,1320.0,1320.0,2014.0,N,0,N,0,N,0,2337.0,2013-02-04 09:20:00,2/4/2013,N,0,13238684,55,9:20 AM,MON,0,0.047,0.0,7.0,7.0,1644,FM,0,9:20 AM,Y,1,DISPATCH,9:18 AM,31.02659381,Y,1,-96.48678925,0.0,N,0,0.047,2.0,3,0,TX1981000,Y,1,2.3,6.8,0,N,0,0.032,384,2/6/2013,N,0,N,0,59.0,70.0,707,1644,N,0,400,DECHERD,ST,FM 1644,HWY,N,0,Y,1,N,0,1.0,7.0,7.0,FM1644,,,24.0,N,0,N,0,0,9.1,N,0,0
891,N,0,,,,N,0,N,0,N,0,,2013-02-15 15:25:00,2/15/2013,N,0,13240575,35,3:25 PM,FRI,0,,,,,,,0,3:38 PM,Y,1,BY PHONE,3:29 PM,31.87474608,Y,1,-102.3511878,,N,0,,,1,0,TXDPS1800,N,0,,,0,N,0,,,2/18/2013,N,0,N,0,,,,,Y,1,,BONHAM,,UNIVERSITY,AVE,N,0,N,0,N,0,,,,E UNIVERSITY BLVD,BONHAM AVE,,,Y,1,N,0,0,,Y,1,1
892,N,0,,,,N,0,N,0,N,0,,2013-01-09 17:09:00,1/9/2013,N,0,13240952,0,5:09 PM,WED,0,,,,,,,0,7:08 PM,Y,1,DISPATCH,5:10 PM,31.89011749,Y,1,-102.3961485,,N,0,,,1,0,TXDPS1800,N,0,,,0,N,0,,,1/11/2013,N,0,N,0,,,5105,,Y,1,,50TH,ST,GOLDER,,N,0,Y,1,N,0,,,,N GOLDER AVE,,5093.0,,Y,1,N,0,0,,Y,1,0
893,N,0,18527.0,18527.0,2014.0,N,0,N,0,N,0,2224.0,2013-01-09 16:58:00,1/9/2013,N,0,13240956,55,4:58 PM,WED,0,81.244,68.0,6.0,10.0,302,SH,0,5:11 PM,Y,1,DISPATCHED,5:02 PM,31.8373474,Y,1,-102.40939350000001,56.0,N,0,2.8480000000000003,4.0,0,4,TXDPS1800,Y,1,16.5,4.9,0,N,0,0.363,268,1/11/2013,N,0,N,0,80.0,170.0,,338,Y,1,,8TH,ST,NOT REPORTED,,N,0,Y,1,N,0,1.0,12.0,20.0,SH0302,,,48.0,Y,1,N,0,4,21.4,Y,1,0
894,N,0,,,,N,0,Y,1,N,0,,2013-02-20 12:40:00,2/20/2013,N,0,13241126,30,12:40 PM,WED,0,,,,,,,0,12:40 PM,Y,1,DISPATCHED,12:40 PM,29.78668479,Y,1,-95.21212312,,N,0,,,1,0,TX1014800,N,0,,,0,N,0,,,2/20/2013,N,0,N,0,,,12400,,N,0,700,TOULON,,ST MICHEL ST,,N,0,Y,1,N,0,,,,ST MICHEL DR,UNKNOWN,12400.0,,Y,1,N,0,0,,Y,1,0
895,N,0,,,,N,0,Y,1,N,0,,2013-02-23 18:53:00,2/23/2013,N,0,13243888,40,6:53 PM,SAT,0,,,,,,,0,6:59 PM,Y,1,DISPATCHER,6:55 PM,32.78954431,Y,1,-98.10192224,,N,0,,,3,0,TX1820200,N,0,,,0,N,0,,,2/23/2013,N,0,N,0,,,1300,,N,0,2500,OLD MILLSAP,HWY,MH 379,,N,0,N,0,N,0,,,,MH 379,OLD MILLSAP HWY,1298.0,,Y,1,N,0,0,,Y,1,0
896,N,0,76759.0,76759.0,2014.0,N,0,N,0,Y,1,95.0,2013-01-27 19:07:00,1/27/2013,N,0,13245314,65,7:07 PM,SUN,0,11.494000000000002,44.0,2.0,10.0,80,US,0,7:20 PM,Y,1,DPD DISPATCH,7:10 PM,32.77041539,Y,1,-96.48950911,40.0,N,0,1.849,4.0,0,0,,Y,1,11.8,6.0,1,N,0,-0.159,674,1/28/2013,N,0,N,0,76.0,300.0,,80,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,N,0,N,0,3.0,4.0,22.0,US0080,,,48.0,Y,1,N,0,1,17.8,Y,1,0
897,N,0,572.0,572.0,2014.0,N,0,N,0,Y,1,546.0,2013-01-31 12:24:00,1/31/2013,N,0,13245317,55,12:24 PM,THU,0,47.427,0.0,0.0,0.0,71,FM,0,1:23 PM,Y,1,DPS COMM-GARLAND,1:19 PM,33.36101626,Y,1,-95.14496628,0.0,N,0,9.999,2.0,1,0,,Y,1,6.0,7.5,0,N,0,-0.053,690,1/31/2013,N,0,N,0,22.0,100.0,,71,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,7.0,0.0,0.0,FM0071,,,22.0,Y,1,N,0,0,13.4,Y,1,0
898,N,0,1449.0,1449.0,2014.0,N,0,N,0,Y,1,729.0,2013-01-11 13:55:00,1/11/2013,N,0,13245327,55,1:55 PM,FRI,0,17.072,0.0,0.0,0.0,121,FM,0,2:12 PM,Y,1,DPS SHERMAN,1:57 PM,33.42407878,Y,1,-96.66654403,0.0,N,0,25.605,2.0,2,0,TXDPS2300,Y,1,11.8,4.8,0,N,0,-0.887,596,1/13/2013,N,0,N,0,26.0,100.0,,121,Y,1,,LOVERS LEAP,RD,NOT REPORTED,,N,0,Y,1,N,0,1.0,0.0,0.0,FM0121,,,24.0,Y,1,N,0,0,16.5,Y,1,0
899,N,0,27776.0,27776.0,2014.0,N,0,N,0,N,0,610.0,2013-01-06 15:15:00,1/6/2013,N,0,13245560,75,3:15 PM,SUN,0,208.803,64.0,4.0,10.0,30,IH,0,3:30 PM,Y,1,DPS COMMUNICATIONS,3:18 PM,33.47480923,Y,1,-94.28738588,56.0,N,0,28.048000000000002,4.0,2,0,TXDPS3100,Y,1,25.4,8.2,0,N,0,-0.1,209,1/6/2013,N,0,N,0,76.0,400.0,,30,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,6.0,8.0,20.0,IH0030,NOT REPORTED,,48.0,Y,1,N,0,0,33.6,Y,1,0
900,N,0,1982.0,1982.0,2014.0,N,0,N,0,N,0,642.0,2013-02-05 06:40:00,2/5/2013,N,0,13245642,55,6:40 AM,TUE,0,3.5269999999999997,0.0,0.0,0.0,986,FM,0,7:13 AM,Y,1,DPS DISPATCH,6:44 AM,32.80529538,Y,1,-96.26937993,0.0,N,0,3.673,2.0,1,0,,Y,1,3.6,3.4,0,N,0,-0.29,264,2/5/2013,N,0,N,0,20.0,80.0,16000,986,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,5.0,0.0,0.0,FM0986,,16962.0,20.0,Y,1,N,0,0,7.0,Y,1,0
